Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,5,0.0,0,1800.0,-1,0.0,-1.0,1,257599.725,0,0.0,SAT,everything ok,0.995,
2,1,3,1.0,0,1800.0,-1,1.0,-1.0,1,50047.64401,1,1.0,SAT,everything ok,1.059,
3,2,3,1.0,0,2.302600525665283,-1,1.0,-1.0,1,2227397.8602,1,2.0,SAT,configuration crashed; runnning SBS,1.411,
4,2,5,1.0,0,1.0039009883731604,-1,1.0,-1.0,1,2578197.59,1,3.0,SAT,configuration crashed; runnning SBS,1.259,
5,1,9,0.0,0,1800.0,-1,0.0,-1.0,1,371015.501,1,3.0,SAT,everything ok,0.958,
6,3,3,2.0,0,2.302600525665283,-1,2.0,-1.0,1,2227397.8602,1,5.0,SAT,configuration crashed; runnning SBS,2.791,
