Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
1,1,5,49.0,0,1800.0,-1,49.0,-1.0,1,217188.65805,0,49.0,SAT,everything ok,49.31,
2,1,3,47.0,0,1800.0,-1,47.0,-1.0,1,414078.327963,1,96.0,SAT,everything ok,47.512,
3,2,3,9.0,0,62.10260088403821,-1,9.0,-1.0,1,2706198.24238,1,105.0,SAT,configuration crashed; runnning SBS,9.304,
4,2,5,9.0,0,114.10390100290181,-1,9.0,-1.0,1,2146016.96575,1,114.0,SAT,configuration crashed; runnning SBS,9.736,
5,2,9,9.0,0,1800.0,-1,9.0,-1.0,1,4221096.32974,1,123.0,SAT,configuration crashed; runnning SBS,10.01,
6,1,9,0.0,1,0.0,-1,0.0,0.0,0,0.0,1,123.0,TIMEOUT,,0.0,
7,3,3,18.0,0,12.702600777494908,-1,18.0,-1.0,1,2706198.24238,1,141.0,SAT,configuration crashed; runnning SBS,18.493,
